monthly_income,house_rent,emi,electricity,mobile,internet,card,others_bill,taxes,groceries,health,pub_tran,pri_tran,others
397699,74965,39435,879,998,456,55013,1212,79539.8,7883,9513,1222,1140,7851
292844,48621,12976,4241,376,332,11932,66,58568.8,18902,3031,50,2806,8028
267927,32926,5290,495,464,746,6548,364,53585.4,13831,304,1241,1437,6108
442680,114300,45812,632,201,865,56273,1225,88536,4948,6990,373,1890,2508
183423,37997,23586,3391,295,15,6836,912,22010.76,16787,6539,1039,3564,9345
103330,27172,25139,5018,430,644,10351,1122,12399.6,6032,1966,1460,612,1678
235391,40724,55456,957,272,512,1314,660,47078.2,11044,3238,1861,3805,1751
223606,31704,16340,1003,868,743,30617,1992,44721.2,15025,11153,189,4497,7729
417085,122202,48723,5852,620,149,18810,976,83417,11153,5203,1769,280,3687
201387,28391,35655,5278,446,815,28529,1183,40277.4,13544,11433,36,161,4788
251133,63291,48562,1749,763,633,17323,815,50226.6,6359,13091,444,43,6855
496904,2526,55833,1552,661,793,8429,1701,99380.8,12258,6220,696,4006,4269
424170,24686,80096,823,935,801,57987,27,84834,17520,12480,172,2523,7533
172627,7803,23997,2564,790,881,8376,465,20715.24,18135,14582,1355,1625,7995
335497,98204,66876,5385,651,825,7887,1723,67099.4,4853,9938,1111,3242,6269
485406,6574,110233,2722,828,212,34553,1861,97081.2,8303,1686,637,1939,1151
448242,8733,26013,335,351,390,42408,1849,89648.4,17521,13050,1808,1793,9387
372916,50290,32862,1075,564,280,40797,1221,74583.2,13606,8908,1277,2545,4430
188048,7257,22282,327,763,952,7490,1232,22565.76,17277,4599,1912,1825,4271
483794,36051,45608,385,732,651,47704,1460,96758.8,4432,3228,385,822,7389
363646,15909,84612,2535,571,670,50533,265,72729.2,13270,13286,478,468,5646
386087,89682,40894,2652,669,538,361,769,77217.4,6970,14959,804,1991,2725
381994,77338,85201,3793,823,341,50211,992,76398.8,13119,4686,949,2262,1927
55095,7896,1497,4581,222,673,5865,1514,3305.7,16871,3114,1961,2666,8700
155342,28133,10923,5424,494,629,22796,1432,18641.04,14030,8687,284,2887,6478
171980,51571,39821,4953,176,336,3141,1957,20637.6,11471,2188,1856,320,7909
287667,79062,47940,2856,318,74,20123,256,57533.4,13153,11861,747,939,690
72433,18140,10935,5366,924,92,292,1359,4345.98,2617,4777,205,2346,5411
450284,111546,89577,5421,949,545,38173,857,90056.8,4359,14289,374,3145,5139
29991,2306,4275,4612,734,114,359,1256,1799.46,7602,5145,935,4540,6668
282919,64265,11073,556,358,420,1609,1739,56583.8,13852,7597,112,140,3627
481017,55415,7691,4106,760,953,34128,72,96203.4,10284,12280,778,881,1580
357139,91087,46538,5872,692,112,623,1036,71427.8,11082,14527,953,1525,6676
464466,54160,24490,1747,997,367,34333,582,92893.2,15139,8359,1247,1051,5998
157745,25298,15688,4719,694,59,1920,1528,18929.4,17982,8536,275,4253,406
132808,35338,32969,2544,874,281,17895,1024,15936.96,13210,12189,1729,3153,8749
168128,22191,13829,4899,806,236,23930,1182,20175.36,9829,3232,414,825,770
147686,33092,3086,3643,760,637,16148,1532,17722.32,15231,6266,1412,2068,5724
17415,0,3113,993,971,940,617,482,1044.9,17581,2455,351,1369,3805
491907,62513,2590,5354,459,44,22303,1239,98381.4,14319,8837,1073,2264,2495
256038,51097,39893,2365,329,799,24313,194,51207.6,14924,4709,904,4946,2392
447100,35198,73396,3900,796,740,34769,1335,89420,6818,11262,1064,4584,433
420180,94223,38176,4520,587,196,396,402,84036,7095,6121,1534,2360,1171
440942,49997,67484,782,626,723,54827,3,88188.4,15298,14476,1545,3857,7648
264205,78692,26295,3965,544,498,4497,764,52841,11677,7603,692,3987,3221
309188,567,38131,3375,851,582,34279,1819,61837.6,8648,8936,867,4966,3452
198221,2179,44893,2974,691,746,10285,1835,23786.52,16073,12108,176,4257,7469
178616,2019,11924,2698,743,790,12441,541,21433.92,10402,13553,409,1417,4468
59976,15919,5887,650,206,448,2692,803,3598.56,9949,1354,1131,288,1049
435468,85239,10851,948,323,678,47390,1972,87093.6,18348,4998,1602,3698,299
275976,18704,7734,4170,869,194,2032,105,55195.2,10974,12397,35,3986,8134
231883,18030,42681,527,475,684,21118,121,46376.6,10094,4052,406,2736,8455
221509,3420,48959,2363,471,194,27328,954,44301.8,9136,5051,349,29,7484
306292,59875,5293,724,332,574,7639,707,61258.4,9370,6735,1190,210,3850
464456,16740,53203,2811,384,581,48761,982,92891.2,2111,14596,314,4564,6842
249241,65263,46613,5119,768,734,4252,714,49848.2,11580,11109,1814,2362,2791
229526,64559,13820,2121,335,309,10668,771,45905.2,5784,3065,278,2805,527
384374,19465,67827,5189,415,794,51060,1290,76874.8,2696,5388,938,1515,872
357220,51432,47163,4572,793,860,5077,1264,71444,19636,12781,611,3021,6858
480332,4131,12391,2890,991,590,66811,1076,96066.4,5409,9858,792,4372,2825
456675,10652,101002,2856,478,547,32562,1147,91335,2257,8486,339,2996,3642
310546,64973,41970,1885,979,388,32826,1111,62109.2,5131,5055,1083,4530,2612
198799,21507,46823,1978,514,706,20307,309,23855.88,7077,457,101,407,7644
48578,14379,1041,4959,832,434,616,1779,2914.68,12468,7630,1696,2276,4098
100453,14903,17941,2580,959,728,14092,851,12054.36,15651,10647,160,1710,7631
425534,114217,83127,4049,173,799,30254,556,85106.8,10623,4689,997,825,2920
347859,89342,36389,2838,410,660,3671,912,69571.8,2117,6884,1728,3120,5703
218859,19171,3352,1316,504,495,18095,1599,43771.8,8076,5029,814,395,9499
121435,20593,23839,743,345,784,1342,697,14572.2,4947,9371,544,3752,7063
226101,55692,18062,2367,760,200,33791,12,45220.2,8169,12977,1317,1595,4673
161538,9470,28172,3982,639,665,6965,208,19384.56,18723,7529,1175,780,7429
367886,61344,10937,4098,482,533,17117,434,73577.2,12410,8847,1480,2492,4882
55475,11540,11737,3927,762,296,461,1075,3328.5,19660,2217,1374,1108,2705
332286,50639,80138,410,781,493,24713,1934,66457.2,8520,14633,869,500,61
226232,21326,41740,2834,470,826,17145,1923,45246.4,3596,372,816,1858,4567
167636,4597,23136,388,596,726,10389,849,20116.32,2150,14016,1750,3312,7955
163484,37304,945,3690,526,330,592,106,19618.08,2828,14123,1821,229,6711
103526,30788,19812,5537,352,633,5696,1544,12423.12,10466,8974,465,245,2486
61001,16709,7973,2241,239,777,7821,623,3660.06,11419,2945,1526,100,1402
329793,33071,23552,3610,856,854,18731,119,65958.6,13442,1557,1081,2856,3201
202029,5067,14118,371,326,260,17830,66,40405.8,2680,6939,1753,3000,8326
438733,70560,11290,1121,776,54,47988,986,87746.6,10073,7596,883,1693,34
154228,7715,25123,3770,994,281,3325,81,18507.36,17874,13288,352,1068,5414
426280,124320,81919,1115,181,771,39415,713,85256,15319,13350,954,4169,655
35711,8340,2984,703,876,874,3756,1720,2142.66,11834,13761,1656,256,8589
40106,11226,2590,1998,969,794,1336,1892,2406.36,7075,14120,1167,1126,5407
337602,35399,75902,4646,940,741,21781,1911,67520.4,17222,7713,988,1115,1459
419805,121079,67333,3216,392,993,8993,1692,83961,16011,5025,655,1260,5958
492488,143641,91992,2342,947,637,40840,1966,98497.6,2242,12869,1440,2770,9302
402573,2369,44016,5991,219,441,15153,1651,80514.6,18863,3194,1318,4179,7112
227583,528,21427,2253,220,258,10549,113,45516.6,7214,6509,557,531,3684
373898,108806,2257,5263,772,561,44217,1668,74779.6,7030,13463,1518,4958,9631
148286,30314,2197,3593,307,735,11487,759,17794.32,10400,12499,421,4094,7804
237189,18047,8222,4002,698,892,8787,1646,47437.8,11737,648,1174,857,7358
488947,19748,25187,3553,965,793,34815,453,97789.4,14188,387,25,3618,3041
136479,35109,14152,5291,475,145,8218,959,16377.48,2480,12467,1840,2140,3216
430343,13919,20781,4101,184,390,35196,231,86068.6,9691,11739,592,3032,7940
146213,15256,35680,555,629,372,5439,1594,17545.56,19932,14016,1637,2359,8589
38884,4905,8874,2231,609,44,130,1826,2333.04,3958,12729,620,2341,8562
493637,113843,57600,1411,985,396,19451,772,98727.4,3637,4753,279,2780,482
274852,74420,25515,1172,565,261,19735,561,54970.4,4260,3646,638,4693,702
290519,28906,71688,4887,720,930,2332,315,58103.8,19576,11966,618,4537,1535
25088,951,2894,1861,568,478,1220,1806,1505.28,4017,3021,1874,2677,8976
329759,71486,3185,5826,660,745,736,474,65951.8,15885,6409,1193,4717,4355
382282,66896,90888,5028,517,564,36615,875,76456.4,18904,13975,1149,3783,7810
186118,37895,30743,5708,356,484,17682,370,22334.16,17996,9484,538,4681,2815
282158,21946,31212,4757,510,746,17475,1638,56431.6,15985,13126,129,462,7902
205497,47020,26618,5860,585,707,232,992,41099.4,10210,11588,1651,1342,1083
406489,74266,74697,5314,727,937,31330,1687,81297.8,17446,1325,1159,620,2042
188207,22161,17467,1193,923,515,16605,1556,22584.84,6625,12189,846,1510,845
374986,27738,87125,2984,419,571,38523,257,74997.2,4284,5697,380,4006,9771
434097,3925,37630,1546,382,684,53551,722,86819.4,4151,11613,680,916,5541
88077,8463,3070,1046,818,583,935,428,5284.62,19320,4806,140,3299,8214
149784,17412,8563,5543,255,485,5733,1523,17974.08,18620,3677,90,2863,457
215776,61009,25254,4353,815,586,24514,1617,43155.2,15949,7944,661,4097,8340
325018,87938,16585,5398,167,833,7567,1033,65003.6,5173,3267,1910,3482,5617
79087,1242,16472,4385,644,465,1343,1964,4745.22,17497,8312,46,774,8751
284441,41552,14772,1306,409,465,364,676,56888.2,11134,9811,302,3176,3594
250341,56271,14455,3040,634,21,32378,662,50068.2,2390,13190,576,1241,2956
299272,9797,71835,4610,462,395,42210,1708,59854.4,4808,4922,196,2322,2766
78368,20594,10188,4622,780,208,8647,424,4702.08,5851,3906,412,935,4786
497235,71942,110990,1190,970,562,26339,1600,99447,14904,12727,334,1337,5335
490815,118065,112315,2791,251,144,14840,1785,98163,16752,4741,1397,4505,3606
229571,13965,24763,3176,686,419,11924,1535,45914.2,14123,10498,797,3529,9713
351102,13733,87091,1931,329,348,41778,1340,70220.4,7143,12370,761,4899,2849
305064,53223,17938,4003,659,304,28668,629,61012.8,15598,1849,301,299,706
261514,26926,21983,2326,626,783,26541,133,52302.8,17441,2841,1285,2044,5785
414372,28783,12874,5856,823,970,19775,960,82874.4,12566,2973,1925,3071,2364
152180,17824,24805,4407,549,43,17119,17,18261.6,9665,4040,1622,3903,92
435061,36394,60896,5541,499,106,31211,1370,87012.2,16919,523,563,2686,523
406016,108378,46209,3622,364,149,47564,367,81203.2,2629,14544,1028,1814,5380
269904,64796,32822,5969,532,605,19990,1790,53980.8,13813,1738,725,72,1339
445928,28287,20750,5699,273,263,50619,167,89185.6,7978,655,1576,1054,818
405826,82104,42083,1041,441,109,36282,1957,81165.2,19534,7120,1939,1414,9798
87603,21380,19524,5756,817,17,3775,1964,5256.18,5051,1561,1427,4294,7982
43872,8412,8078,3308,854,749,4661,16,2632.32,9086,7692,678,2428,5246
282872,73567,27946,2276,477,335,15886,908,56574.4,9735,2013,29,4809,3242
367246,87483,1552,3962,714,238,25395,1545,73449.2,10828,812,1583,2221,1019
498535,3188,95585,5720,831,885,40924,1530,99707,19257,14653,720,3996,2009
394193,91205,73331,4100,996,723,34482,1765,78838.6,14264,14988,1723,3800,9634
292727,6765,5271,3871,247,742,515,1497,58545.4,18404,6750,634,232,7825
95774,18858,14665,3211,808,327,5220,542,5746.44,7360,4887,150,1821,6083
410479,88707,65651,3384,449,861,31127,726,82095.8,17941,11596,1383,1458,4946
398518,10807,28994,5785,179,293,42388,305,79703.6,15532,7852,955,3794,6341
208522,10204,27186,1073,223,412,5249,378,41704.4,7733,2739,1713,3572,4192
230357,57944,30267,2444,321,460,24515,339,46071.4,16402,6894,883,1565,4035
422672,42120,39140,1292,233,80,12322,150,84534.4,12016,13002,1036,3361,2784
363262,102903,24935,2138,734,254,6142,1068,72652.4,2241,6881,109,1755,2051
75942,22658,3837,4113,893,743,3135,206,4556.52,13787,9406,1769,2322,5844
23689,4313,3533,5207,439,362,1782,1445,1421.34,18779,3535,1993,4101,2075
436150,125615,62694,3621,788,720,56185,138,87230,6315,9884,1061,3216,2111
43276,2218,9610,4142,234,456,2615,1415,2596.56,17026,1275,806,3172,7942
111968,13786,11108,3553,403,897,5071,845,13436.16,6514,14220,1382,602,8775
423089,94819,104135,2175,813,442,38710,383,84617.8,5297,6213,1475,3215,7522
285194,50304,22347,3537,973,809,31720,1804,57038.8,7333,11618,402,3523,9355
76216,56,1294,303,668,885,9468,725,4572.96,10692,10816,691,22,8018
225516,58548,55122,5882,601,983,21284,673,45103.2,5542,10653,424,3266,9385
356184,98447,48431,464,456,532,4659,1472,71236.8,9947,7773,121,3517,5363
31644,7218,7550,4739,797,237,2962,1892,1898.64,15330,3757,91,2391,7589
72021,8559,13830,2197,333,897,9086,991,4321.26,14148,2815,26,1934,3345
178197,26058,23750,5524,463,260,25429,202,21383.64,13020,6898,918,4042,1819
470115,88281,110173,5733,490,272,12627,9,94023,14963,13538,1406,578,5823
52291,615,11345,3540,376,279,2410,349,3137.46,4261,5876,18,2514,5925
438276,73598,38585,2867,986,903,18429,1099,87655.2,4539,9717,335,4267,4191
404754,28214,83698,3807,905,925,22238,1769,80950.8,10413,8248,1442,4581,5690
439392,38745,45635,2859,413,945,35993,1768,87878.4,3923,232,388,4802,3933
313664,42548,44854,1638,599,149,30740,737,62732.8,19491,5446,1623,4138,2645
35675,10681,373,4937,400,826,3036,1910,2140.5,6838,10022,1924,1135,1585
159359,6984,14770,912,557,151,4764,216,19123.08,4091,3043,92,746,9924
272318,27579,17957,5295,319,793,39855,1315,54463.6,3611,2597,261,3901,6122
102268,25274,22410,2184,715,572,4053,3,12272.16,7071,7209,40,1418,6854
307142,54933,20828,4324,281,647,4464,1401,61428.4,5948,12084,1832,4574,2834
194384,27399,17171,3434,976,11,2706,1684,23326.08,18544,7448,1717,3208,6891
415328,31481,99849,1355,755,13,62133,1916,83065.6,11592,2938,1451,2949,669
115410,944,28697,1922,195,510,13389,1724,13849.2,6403,13191,751,4336,839
347369,93993,13146,3582,499,541,12158,605,69473.8,15913,6890,47,3637,7068
316958,9114,46266,5882,248,950,7166,1061,63391.6,2887,10859,1444,2877,5099
357235,39846,45939,2910,895,866,21622,587,71447,7769,14797,604,632,2044
322863,83666,14202,3369,930,444,12646,1318,64572.6,15918,692,1207,4330,8848
139887,12312,21831,1555,186,317,20310,1112,16786.44,12906,9124,255,4433,8375
306063,32596,59046,2960,587,798,34408,821,61212.6,15241,7553,544,598,3085
345299,75287,9849,4524,224,731,18034,829,69059.8,19323,7495,218,3202,5903
343713,6907,59272,1342,207,237,14367,274,68742.6,13588,8286,1442,895,9918
313472,28114,20439,4752,168,538,26981,1537,62694.4,4151,469,101,4586,3601
211554,25009,16990,1742,551,995,8253,1173,42310.8,11522,12688,1391,1282,1380
296762,84846,35344,3977,337,768,11641,605,59352.4,3164,3071,901,962,3806
44675,1089,6569,4476,288,808,5766,1336,2680.5,6129,14102,301,1310,5360
291063,35725,53276,3986,292,653,21999,1010,58212.6,7475,5216,1609,3398,7719
276317,18996,5051,2204,257,761,22113,99,55263.4,10244,13659,1013,4662,9544
381513,6047,49474,3013,370,73,12739,1282,76302.6,5074,3762,1059,970,9965
298544,28767,16967,5537,294,433,36054,1302,59708.8,2329,12701,427,2139,7088
191517,16347,21773,2177,659,297,15443,1027,22982.04,9786,8334,134,891,1509
80305,3759,11001,1090,525,710,1692,411,4818.3,17970,13401,1926,2275,1862
178636,24102,31014,524,154,295,23658,589,21436.32,15092,12099,1308,3181,151
449030,4263,74383,3334,537,13,16740,709,89806,13955,14168,1743,2328,1507
482963,108585,70417,5175,717,611,62485,325,96592.6,3669,2389,576,2597,6426
98791,1902,8414,4532,916,602,595,1960,5927.46,10340,1761,315,2875,7466
169034,30823,7699,525,883,394,18008,1700,20284.08,15612,943,367,3156,2697
488108,130251,24180,3705,709,190,14260,1542,97621.6,4306,5991,1314,1221,766
489058,27690,114349,5648,965,873,57180,972,97811.6,3299,9764,238,3147,2419
80533,2994,18604,3479,312,816,10633,1024,4831.98,17051,2479,696,976,6076
197256,37997,37891,1111,897,420,4966,599,23670.72,9228,2690,28,1196,3861
486128,67546,114515,2792,909,105,26606,1441,97225.6,12911,5902,1829,611,7477
375735,7377,69086,4402,514,393,11364,1203,75147,6937,8704,204,623,9605
151650,13036,22163,4523,566,437,10023,9,18198,2824,8592,1523,4863,3377
141060,26467,29675,4366,658,6,3953,374,16927.2,7785,11731,231,1449,9003
159696,48,32934,4662,761,80,23699,1979,19163.52,6697,8394,907,2681,9413
311338,36978,55595,5323,170,764,24444,645,62267.6,19823,8295,854,4188,1525
382047,47606,26592,4609,763,651,27877,1475,76409.4,14418,12840,621,1892,1570
403605,81574,23039,546,666,484,38998,1991,80721,15539,5462,591,3613,9309
371447,98112,64099,1918,346,356,2570,1133,74289.4,7213,8528,1721,3904,8957
252188,73414,42769,2127,810,310,32391,1148,50437.6,4724,10488,1869,3659,4125
386047,93145,89262,3745,494,931,16476,1455,77209.4,9788,9587,335,1829,2489
339535,49222,34018,720,479,505,10392,1742,67907,5987,7960,389,3411,8761
247501,48115,53158,5460,527,518,32166,1324,49500.2,18955,1379,1571,1805,5524
417010,89606,4558,3064,360,663,12641,651,83402,17546,9412,51,481,8045
330146,40647,32174,1671,309,801,25454,102,66029.2,11808,2164,1879,3930,1930
307675,54607,42631,4538,807,637,21087,1646,61535,6649,2004,1394,4856,1093
193887,57410,2151,2488,719,448,7741,1093,23266.44,3686,11254,1818,3304,9938
14986,0,981,2912,503,284,1896,884,0,4586,249,536,3304,8991
304442,46022,15552,2380,389,281,25558,916,60888.4,18257,14710,167,3032,8090
273625,40148,35065,4624,228,73,35732,109,54725,17097,13772,931,2825,7341
328552,67764,2614,3035,301,960,31128,223,65710.4,2762,13262,955,2086,5644
210339,26365,34647,1129,666,44,9302,223,42067.8,12101,5741,1820,2655,9648
131950,25188,620,3358,532,528,6354,1754,15834,15240,9196,350,225,4466
420051,124766,23082,1149,842,744,24452,750,84010.2,19576,13850,514,2966,6609
135355,8888,21891,5634,501,675,12002,630,16242.6,6680,7856,652,2527,1512
37798,6746,8262,3080,350,456,1547,842,2267.88,19165,8807,1347,2390,3581
101649,6391,18187,1453,282,998,2918,213,12197.88,15063,7807,1162,2454,2009
337031,42197,32314,5240,783,574,21508,1571,67406.2,13083,13765,431,2837,7338
29477,2406,7116,4129,318,406,2458,1366,1768.62,14166,11890,974,3346,3790
420482,90360,53685,2982,540,92,14339,1380,84096.4,4626,11018,827,638,2405
227400,24474,34693,3379,534,321,21420,1814,45480,10621,1838,1,4769,7016
227060,17333,50189,702,969,465,19927,1462,45412,19336,9186,1358,1915,960
399959,108400,93554,3275,247,603,43419,255,79991.8,13387,10413,965,25,9165
446742,36355,19567,1902,943,884,38880,666,89348.4,11389,8954,1902,1711,6066
399570,99415,25978,5022,526,553,2082,1505,79914,9949,2935,1804,1580,1013
415105,73903,76089,1280,929,752,13553,1019,83021,16722,8207,546,386,9690
296479,66258,9630,5472,987,326,36495,1427,59295.8,15452,12730,818,979,4255
414470,31145,12003,2594,489,766,5003,1806,82894,4695,10620,1771,951,6724
358754,103170,41444,2684,680,842,35626,1065,71750.8,5969,6042,107,4580,2616
283586,75675,31607,3652,281,582,41243,1411,56717.2,14901,5669,624,3885,8893
318433,49854,24821,4428,757,810,726,1052,63686.6,6467,13559,55,110,2143
325891,67664,14601,1098,359,727,16720,694,65178.2,17149,11695,39,565,7838
309471,86153,45904,2895,154,822,19986,1226,61894.2,2286,9169,504,3864,8901
419415,93616,71657,1666,526,567,30666,560,83883,14262,4901,972,4990,2100
344971,35285,38557,3238,789,590,38851,326,68994.2,5162,7760,698,4760,5431
116464,17533,19755,1562,203,414,8758,842,13975.68,4594,3255,11,1776,7390
141184,32624,16310,3076,647,498,6226,1077,16942.08,7693,11718,1807,2238,2859
97051,14228,17734,3548,347,850,13987,1513,5823.06,11133,285,1972,2103,6150
160653,46947,22098,603,590,439,10557,416,19278.36,6672,4390,234,3097,8115
255300,27956,45902,1993,867,632,4970,1757,51060,12460,8437,1651,4205,7664
69722,18262,6485,2616,329,713,6822,1887,4183.32,11049,8273,1320,3007,2812
102036,25829,9980,4795,390,431,1651,1021,12244.32,15611,2283,915,2498,4702
238634,42443,59046,1221,935,947,34558,1383,47726.8,11778,8401,423,4248,5932
157595,33077,36393,720,469,327,21845,1572,18911.4,2855,11707,1596,788,680
339104,65464,44280,2478,650,256,2881,1228,67820.8,17021,3139,1996,2721,5255
258709,3952,8951,5829,799,641,5543,902,51741.8,7920,9442,1569,1011,7913
291696,56880,8117,4109,172,860,7130,279,58339.2,11407,8982,274,1524,168
151880,42460,25979,5644,781,553,18450,1078,18225.6,11894,13914,1196,3685,8693
245419,22796,8989,1466,776,73,14134,1930,49083.8,15054,12114,602,3432,5734
475741,15,16915,4973,743,233,31186,222,95148.2,14146,8423,1052,3608,5065
